idx_num,filename,score,distance_error,final_coordinates_x,final_coordinates_y,final_coordinates_z,target_x,target_y,target_z,spacing_x,spacing_y,spacing_z
1,Bordeaux_Case100,52.03981479650624,1.2202077119702048,121,157,196,121,158,194,0.69921875,0.69921875,0.5
2,Bordeaux_Case102,55.30978438669763,3.459823449034886,119,175,230,121,174,235,0.921875,0.921875,0.5557377338409424
3,Bordeaux_Case128,62.31364497732542,3.5645500846854037,162,146,237,158,147,236,0.7890625,0.7890625,0.50361168384552
4,Bordeaux_Case139,69.10169763180232,2.776598929243714,149,157,204,146,157,202,0.875,0.875,0.4524590075016022
5,Bordeaux_Case14,56.2487996441059,8.133186927545307,130,151,223,132,150,204,0.9921875,0.9921875,0.4118283987045288
6,Bordeaux_Case143,37.42093222747742,3.2912051364203965,115,143,207,118,141,210,0.8125,0.8125,0.5
7,Bordeaux_Case148,40.134161494785126,1.187615639928645,146,136,203,147,137,204,0.76171875,0.76171875,0.5
8,Bordeaux_Case163,32.96187073909529,26.693817777122142,151,131,223,120,120,200,0.703125,0.703125,0.5262295007705688
9,Bordeaux_Case172,39.43664323842892,3.0746048230099534,147,138,227,146,135,232,0.6953125,0.6953125,0.4298185706138611
10,Bordeaux_Case173,60.42797973920566,3.470877110123478,128,127,191,125,130,188,0.71484375,0.71484375,0.5626286864280701
11,Bordeaux_Case18,78.21144554442098,1.193242693252299,122,149,230,123,148,230,0.84375,0.84375,0.44724041223526
12,Bordeaux_Case197,-25.563263933133065,56.482579765282665,108,158,266,136,170,162,0.70703125,0.70703125,0.49385085701942444
13,Bordeaux_Case204,23.968632596838326,2.981520640886333,150,142,203,148,143,198,0.7265625,0.7265625,0.5
14,Bordeaux_Case206,65.86641228397906,3.2440547208050505,148,117,205,144,120,204,0.75,0.75,0.6315782070159912
15,Bordeaux_Case25,55.54654568702503,8.543644352544794,122,157,221,128,154,237,0.90234375,0.90234375,0.3973785638809204
16,Bordeaux_Case28,57.56337138676176,2.76716112256869,120,144,206,121,140,208,0.83984375,0.83984375,0.38852459192276
17,Bordeaux_Case3,54.98157352812584,3.5985668496229613,138,145,215,137,144,221,0.921875,0.921875,0.5590164065361023
18,Bordeaux_Case37,39.124101363894034,2.3279407369018092,143,150,216,144,153,215,0.76171875,0.76171875,0.44426229596138
19,Bordeaux_Case45,65.31337382237845,12.29400980073504,129,141,243,135,144,223,0.9140620231628418,0.9140620231628418,0.5327869057655334
20,Bordeaux_Case59,74.1297548555957,6.240968887315916,92,167,192,95,167,202,1.0625,1.0625,0.5259337425231934
21,Bordeaux_Case7,37.276534492314674,6.20176905760648,141,171,138,133,168,145,0.65234375,0.65234375,0.38852459192276
22,Bordeaux_Case93,51.822477501383275,2.837846938110057,121,160,177,118,161,179,0.83984375,0.83984375,0.5
23,Bordeaux_Case96,74.76379004983013,1.3109237651992058,127,140,190,126,141,188,0.84765625,0.84765625,0.5
24,Bordeaux_Case97,62.99612565742176,0.0,144,132,194,144,132,194,0.65234375,0.65234375,0.5557377338409424
25,denmark_A11,72.19742651977317,6.436695012534805,145,151,183,150,152,192,0.8579999804496765,0.8579999804496765,0.5245901346206665
26,denmark_A19,55.65856943258295,1.355338778245853,145,140,246,144,139,244,0.8579999804496765,0.8579999804496765,0.5245901346206665
27,denmark_A2,62.961465644875474,5.9060240939780595,128,124,218,125,123,228,0.8579999804496765,0.8579999804496765,0.5245901346206665
28,denmark_A6,72.64695828640468,2.759716325998901,116,140,189,117,140,194,0.8579999804496765,0.8579999804496765,0.5245901346206665
29,denmark_A9,56.47262440063936,1.297314137934602,117,140,191,118,141,190,0.8579999804496765,0.8579999804496765,0.4590163826942444
30,denmark_W9,16.299847499999316,2.126876580948002,143,153,198,144,155,196,0.8579999804496765,0.8579999804496765,0.4590163826942444
31,Bordeaux_Case1,78.21570351579467,1.9414180394511251,126,170,213,124,170,215,0.83203125,0.83203125,0.5
