idx_num,filename,score,distance_error,final_coordinates_x,final_coordinates_y,final_coordinates_z,target_x,target_y,target_z,spacing_x,spacing_y,spacing_z
1,Bordeaux_Case105,50.37226958908348,2.428224570885154,260,325,159,261,321,163,0.333984375,0.333984375,0.5
2,Bordeaux_Case143,35.34614763313934,3.8766377587414587,229,286,208,235,280,210,0.40625,0.40625,0.5
3,Bordeaux_Case149,27.042220028168998,4.8482353854303595,276,277,205,270,285,199,0.380859375,0.380859375,0.5
4,Bordeaux_Case150,52.94086130805188,7.657716696248301,265,371,175,262,370,160,0.375,0.375,0.5
5,Bordeaux_Case159,58.23498243839309,2.572141790631551,269,310,187,267,309,182,0.427734375,0.427734375,0.5
6,Bordeaux_Case16,98.86640428957827,7.079032519773844,259,263,281,261,269,268,0.443359375,0.443359375,0.5
7,Bordeaux_Case172,53.40380880662947,3.476185109518063,294,279,334,291,270,332,0.34765625,0.34765625,0.29998779296875
8,Bordeaux_Case178,52.09842044296128,2.5121808965915817,259,355,243,254,356,240,0.44140625,0.44140625,0.4000091552734375
9,Bordeaux_Case18,46.95976477545017,1.340198797889484,246,295,261,245,295,258,0.421875,0.421875,0.4000244140625
10,Bordeaux_Case192,66.68025587938801,5.661236161753932,270,298,311,264,301,295,0.447265625,0.447265625,0.300048828125
11,Bordeaux_Case196,41.526465733219574,3.6889779959746516,332,280,339,332,269,339,0.333984375,0.333984375,0.29998779296875
12,Bordeaux_Case2,43.9287080278923,3.8005102517725335,280,306,128,285,311,131,0.45703125,0.45703125,0.5
13,Bordeaux_Case205,41.53341296172151,5.342203042177038,278,295,298,275,292,281,0.375,0.375,0.29998779296875
14,Bordeaux_Case208,44.63317864457597,2.1619707733361415,264,293,433,267,293,439,0.37890625,0.37890625,0.2999267578125
15,Bordeaux_Case211,128.11561923722695,4.241232680252491,266,265,681,264,262,694,0.462890625,0.462890625,0.2999267578125
16,Bordeaux_Case25,48.982147498786986,4.695351919827513,247,310,228,254,307,236,0.451171875,0.451171875,0.40000152587890625
17,Bordeaux_Case34,20.261076190191798,1.0350309476049497,238,288,195,240,288,196,0.453125,0.453125,0.5
18,Bordeaux_Case52,79.8558971167318,7.325486348642022,228,276,234,219,273,246,0.412109375,0.412109375,0.5
19,Bordeaux_Case55,35.2956774314588,4.205393352821247,245,328,245,243,330,237,0.458984375,0.458984375,0.5
20,Bordeaux_Case56,44.22017688769401,4.512340257519409,285,273,267,289,265,270,0.486328125,0.486328125,0.40000152587890625
21,Bordeaux_Case6,37.79486894515769,2.9314786191496007,248,292,210,247,298,207,0.4140625,0.4140625,0.5
22,Bordeaux_Case89,-1.3765833762356507,23.581496536741547,352,262,207,308,277,179,0.408203125,0.408203125,0.5
23,Bordeaux_Case92,26.391095177004036,2.559115524087375,299,287,273,300,288,268,0.2734375,0.2734375,0.5
24,Bordeaux_Case98,40.49943296805779,2.328952309486667,296,303,221,299,300,217,0.419921875,0.419921875,0.5
25,denmark_A15,66.42429673550528,4.267629840419532,262,271,406,269,267,416,0.42899999022483826,0.42899999022483826,0.25
26,denmark_A17,34.888505553873514,3.776843865007603,287,293,422,292,298,413,0.42899999022483826,0.42899999022483826,0.25
27,denmark_A18,44.85659304213589,1.685351570482881,276,305,452,273,306,448,0.42899999022483826,0.42899999022483826,0.25
28,denmark_A9,25.99760783142085,4.318638692100098,226,281,348,236,281,349,0.42899999022483826,0.42899999022483826,0.25
29,denmark_W14,68.1628403033805,3.2360976395812426,281,293,462,283,294,450,0.42899999022483826,0.42899999022483826,0.25
30,denmark_W6,43.16162163491316,4.638403543211605,296,289,422,289,287,410,0.42899999022483826,0.42899999022483826,0.25
31,Bordeaux_Case102,102.7737352214095,1.8199771686840607,242,349,258,241,347,261,0.4609375,0.4609375,0.5
