idx_num,filename,score,distance_error,final_coordinates_x,final_coordinates_y,final_coordinates_z,target_x,target_y,target_z,spacing_x,spacing_y,spacing_z
1,Bordeaux_Case105,63.162549435477686,1.5726064750878654,262,320,160,261,321,163,0.333984375,0.333984375,0.5
2,Bordeaux_Case143,35.639032235583215,4.067064743153224,230,281,203,235,280,210,0.40625,0.40625,0.5
3,Bordeaux_Case149,63.80978843597465,2.5409765922251877,275,283,202,270,285,199,0.380859375,0.380859375,0.5
4,Bordeaux_Case150,39.46608181203809,1.940521837032503,262,366,161,262,370,160,0.375,0.375,0.5
5,Bordeaux_Case159,42.99735439997842,3.5061689234860793,271,306,188,267,309,182,0.427734375,0.427734375,0.5
6,Bordeaux_Case16,79.60253846177902,4.740412623477023,267,265,275,261,269,268,0.443359375,0.443359375,0.5
7,Bordeaux_Case172,70.21685042544591,3.401015635067548,296,278,335,291,270,332,0.34765625,0.34765625,0.29998779296875
8,Bordeaux_Case178,111.96446340969007,3.672969335491204,256,351,233,254,356,240,0.44140625,0.44140625,0.4000091552734375
9,Bordeaux_Case18,49.31694357538564,2.366916757466591,247,295,263,245,295,258,0.421875,0.421875,0.4000244140625
10,Bordeaux_Case192,27.557692688553136,10.30921659795987,273,289,320,264,301,295,0.447265625,0.447265625,0.300048828125
11,Bordeaux_Case196,31.414764360927194,5.523703721481786,335,284,331,332,269,339,0.333984375,0.333984375,0.29998779296875
12,Bordeaux_Case2,68.009844696731,7.329574083805961,301,312,130,285,311,131,0.45703125,0.45703125,0.5
13,Bordeaux_Case205,8.15797673907735,4.614630481667116,281,293,295,275,292,281,0.375,0.375,0.29998779296875
14,Bordeaux_Case208,51.870513244806176,3.3195269945763335,266,298,430,267,293,439,0.37890625,0.37890625,0.2999267578125
15,Bordeaux_Case211,53.54881222116303,86.11695483222212,383,306,483,264,262,694,0.462890625,0.462890625,0.2999267578125
16,Bordeaux_Case25,84.4990202080505,6.046427392306792,244,308,226,254,307,236,0.451171875,0.451171875,0.40000152587890625
17,Bordeaux_Case34,98.07508156129846,0.674775715052787,239,288,195,240,288,196,0.453125,0.453125,0.5
18,Bordeaux_Case52,86.9032798025245,6.265078551704935,221,281,235,219,273,246,0.412109375,0.412109375,0.5
19,Bordeaux_Case55,29.406699536178525,4.794649782249359,245,328,246,243,330,237,0.458984375,0.458984375,0.5
20,Bordeaux_Case56,14.605399979373805,5.267085671169036,285,272,263,289,265,270,0.486328125,0.486328125,0.40000152587890625
21,Bordeaux_Case6,78.006591066687,2.803196417707828,250,292,209,247,298,207,0.4140625,0.4140625,0.5
22,Bordeaux_Case89,43.59227246652521,8.240275344692535,321,292,176,308,277,179,0.408203125,0.408203125,0.5
23,Bordeaux_Case92,41.28356337421966,1.5965814309408086,298,288,271,300,288,268,0.2734375,0.2734375,0.5
24,Bordeaux_Case98,19.90331215193993,8.620618951441772,280,305,213,299,300,217,0.419921875,0.419921875,0.5
25,denmark_A15,78.67647381746927,5.018370352177379,269,266,397,269,267,416,0.42899999022483826,0.42899999022483826,0.25
26,denmark_A17,21.141903126102477,5.542858407810261,288,291,397,292,298,413,0.42899999022483826,0.42899999022483826,0.25
27,denmark_A18,30.45685691235848,3.0923676768832653,276,303,459,273,306,448,0.42899999022483826,0.42899999022483826,0.25
28,denmark_A9,67.71288085211438,1.84188297428687,239,279,353,236,281,349,0.42899999022483826,0.42899999022483826,0.25
29,denmark_W14,39.67069845224537,4.448120876171521,287,287,459,283,294,450,0.42899999022483826,0.42899999022483826,0.25
30,denmark_W6,36.46599852428786,12.916878544057807,314,288,436,289,287,410,0.42899999022483826,0.42899999022483826,0.25
31,Bordeaux_Case102,43.81696838364316,4.308230733233916,244,340,255,241,347,261,0.4609375,0.4609375,0.5
