idx_num,filename,score,distance_error,final_coordinates_x,final_coordinates_y,final_coordinates_z,target_x,target_y,target_z,spacing_x,spacing_y,spacing_z
1,Bordeaux_Case100,40.074001520170526,1.2202077119702048,122,157,196,121,158,194,0.69921875,0.69921875,0.5
2,Bordeaux_Case102,106.1054768998516,2.1349735377609873,120,176,234,121,174,235,0.921875,0.921875,0.5557377338409424
3,Bordeaux_Case128,86.64389955919144,1.7643973884959279,160,146,236,158,147,236,0.7890625,0.7890625,0.50361168384552
4,Bordeaux_Case139,44.99601951762504,2.0081942519261764,148,156,203,146,157,202,0.875,0.875,0.4524590075016022
5,Bordeaux_Case14,38.82040645699372,7.49772910498856,129,149,220,132,150,204,0.9921875,0.9921875,0.4118283987045288
6,Bordeaux_Case143,64.00957116167747,1.8895270572288718,117,140,213,118,141,210,0.8125,0.8125,0.5
7,Bordeaux_Case148,25.598308803541126,0.9111615960418671,146,137,202,147,137,204,0.76171875,0.76171875,0.5
8,Bordeaux_Case163,66.46958587816022,7.891368536434277,129,127,196,120,120,200,0.703125,0.703125,0.5262295007705688
9,Bordeaux_Case172,10.24232984458035,2.949961102762628,143,139,232,146,135,232,0.6953125,0.6953125,0.4298185706138611
10,Bordeaux_Case173,24.489252371618477,5.68743373235948,130,127,194,125,130,188,0.71484375,0.71484375,0.5626286864280701
11,Bordeaux_Case18,66.37135511077143,0.9549544747454537,124,149,231,123,148,230,0.84375,0.84375,0.44724041223526
12,Bordeaux_Case197,58.73368612520349,2.2304035921168572,134,171,164,136,170,162,0.70703125,0.70703125,0.49385085701942444
13,Bordeaux_Case204,60.56203076279673,2.981520640886333,149,145,203,148,143,198,0.7265625,0.7265625,0.5
14,Bordeaux_Case206,45.55789239632011,5.451657007397855,149,115,206,144,120,204,0.75,0.75,0.6315782070159912
15,Bordeaux_Case25,57.60380384297714,7.386664251611962,123,156,224,128,154,237,0.90234375,0.90234375,0.3973785638809204
16,Bordeaux_Case28,68.39783967029926,3.448072769641034,121,143,207,121,140,208,0.83984375,0.83984375,0.38852459192276
17,Bordeaux_Case3,90.655588473925,4.702264977758091,135,142,214,137,144,221,0.921875,0.921875,0.5590164065361023
18,Bordeaux_Case37,79.4136639889882,4.066759615757141,142,149,220,144,153,215,0.76171875,0.76171875,0.44426229596138
19,Bordeaux_Case45,46.3889997465165,11.472098000273677,124,141,232,135,144,223,0.9140620231628418,0.9140620231628418,0.5327869057655334
20,Bordeaux_Case59,86.68912866914484,6.346725793475323,91,165,194,95,167,202,1.0625,1.0625,0.5259337425231934
21,Bordeaux_Case7,8.606692091132864,5.367564020412112,139,171,137,133,168,145,0.65234375,0.65234375,0.38852459192276
22,Bordeaux_Case93,62.1050947468994,1.305885724102252,118,162,181,118,161,179,0.83984375,0.83984375,0.5
23,Bordeaux_Case96,77.27991992632253,1.5,126,140,191,126,141,188,0.84765625,0.84765625,0.5
24,Bordeaux_Case97,36.05290755833225,1.3046875,144,130,194,144,132,194,0.65234375,0.65234375,0.5557377338409424
25,denmark_A11,81.4286914901191,5.10099337004823,145,150,187,150,152,192,0.8579999804496765,0.8579999804496765,0.5245901346206665
26,denmark_A19,104.06320726718181,1.987229533037201,143,138,241,144,139,244,0.8579999804496765,0.8579999804496765,0.5245901346206665
27,denmark_A2,64.36968794273152,3.3733278923329015,124,123,222,125,123,228,0.8579999804496765,0.8579999804496765,0.5245901346206665
28,denmark_A6,84.9205198061466,3.3733278923329015,116,141,188,117,140,194,0.8579999804496765,0.8579999804496765,0.5245901346206665
29,denmark_A9,67.64340985282811,1.9461346366922863,116,141,192,118,141,190,0.8579999804496765,0.8579999804496765,0.4590163826942444
30,denmark_W9,50.40455468680726,3.226904975700125,142,152,198,144,155,196,0.8579999804496765,0.8579999804496765,0.4590163826942444
31,Bordeaux_Case1,66.7624303627369,1.5,124,170,213,124,170,215,0.83203125,0.83203125,0.5
