idx_num,filename,score,distance_error,final_coordinates_x,final_coordinates_y,final_coordinates_z,target_x,target_y,target_z,spacing_x,spacing_y,spacing_z
1,Bordeaux_Case105,40.8883634506729,20.921900982089216,257,271,164,304,309,153,0.333984375,0.333984375,0.5
2,Bordeaux_Case143,43.77440046153579,16.363933522001975,260,283,182,299,273,181,0.40625,0.40625,0.5
3,Bordeaux_Case149,37.53014316466134,7.34842588215712,294,247,185,285,247,198,0.380859375,0.380859375,0.5
4,Bordeaux_Case150,42.28610579233958,8.292504145310993,248,309,167,253,301,183,0.375,0.375,0.5
5,Bordeaux_Case159,73.67121625424821,12.52391343571814,292,229,196,273,251,199,0.427734375,0.427734375,0.5
6,Bordeaux_Case16,14.11768122853978,33.441402371583116,250,225,274,306,273,260,0.443359375,0.443359375,0.5
7,Bordeaux_Case172,23.2437031493561,20.527790864308983,277,217,320,323,253,310,0.34765625,0.34765625,0.29998779296875
8,Bordeaux_Case178,8.71282786403063,7.0426661230802035,268,310,239,253,310,245,0.44140625,0.44140625,0.4000091552734375
9,Bordeaux_Case18,47.94955509186532,11.152982714865834,266,276,255,253,253,254,0.421875,0.421875,0.4000244140625
10,Bordeaux_Case192,58.67050791250861,6.39137207738332,267,256,309,253,257,313,0.447265625,0.447265625,0.300048828125
11,Bordeaux_Case196,34.95594319030555,9.943254686635088,284,229,354,309,215,345,0.333984375,0.333984375,0.29998779296875
12,Bordeaux_Case2,71.36632660220037,5.146169715831438,292,270,127,281,271,125,0.45703125,0.45703125,0.5
13,Bordeaux_Case205,39.423280173393735,3.6441375917439855,272,242,282,273,246,293,0.375,0.375,0.29998779296875
14,Bordeaux_Case208,46.38246405409015,6.01764106160415,264,236,458,273,245,446,0.37890625,0.37890625,0.2999267578125
15,Bordeaux_Case211,96.62478445585171,14.169876542863427,259,205,718,269,227,689,0.462890625,0.462890625,0.2999267578125
16,Bordeaux_Case25,42.57948614046832,18.899664860736205,255,266,216,278,301,215,0.451171875,0.451171875,0.40000152587890625
17,Bordeaux_Case34,42.24264698587439,9.795616446273302,269,261,179,253,255,191,0.453125,0.453125,0.5
18,Bordeaux_Case52,63.97550011300824,5.236741535923126,225,233,245,229,245,244,0.412109375,0.412109375,0.5
19,Bordeaux_Case55,74.63212884647113,9.755135186459668,257,298,221,273,295,227,0.458984375,0.458984375,0.5
20,Bordeaux_Case56,30.487804519184724,3.363194345028225,276,228,258,277,233,254,0.486328125,0.486328125,0.40000152587890625
21,Bordeaux_Case6,74.87543604063191,6.8970217261805296,238,260,210,253,256,215,0.4140625,0.4140625,0.5
22,Bordeaux_Case89,-0.9316841532989759,14.310910998762516,330,228,184,343,253,168,0.408203125,0.408203125,0.5
23,Bordeaux_Case92,38.7492715505056,28.582444187344375,364,273,230,281,233,257,0.2734375,0.2734375,0.5
24,Bordeaux_Case98,43.60356217622948,2.9322410746264644,293,252,212,293,258,210,0.419921875,0.419921875,0.5
25,denmark_A15,55.93875781538161,23.94203720322621,224,237,413,277,236,383,0.42899999022483826,0.42899999022483826,0.25
26,denmark_A17,35.60490852433138,4.192527570532837,279,258,409,277,250,418,0.42899999022483826,0.42899999022483826,0.25
27,denmark_A18,59.512723983285966,10.075643553351638,291,270,426,281,254,450,0.42899999022483826,0.42899999022483826,0.25
28,denmark_A9,23.08197768542564,9.133256756421098,257,241,381,253,256,356,0.42899999022483826,0.42899999022483826,0.25
29,denmark_W14,58.34657124037281,25.676460849102845,277,246,452,320,285,427,0.42899999022483826,0.42899999022483826,0.25
30,denmark_W6,60.324013482787,12.838516459617752,280,232,428,293,253,399,0.42899999022483826,0.42899999022483826,0.25
31,Bordeaux_Case102,47.37980375703646,3.8240252281218674,258,331,253,253,326,257,0.4609375,0.4609375,0.5
